data_date,market_month,price_settle
2024-01-25,MAY 25,1205.0
2024-01-25,MAY 26,1165.4000244140625
2024-01-25,NOV 24,1196.199951171875
2024-01-25,NOV 25,1166.199951171875
2024-01-25,NOV 26,1122.199951171875
2024-01-25,NOV 27,1080.4000244140625
2024-01-25,SEP 24,1201.0
2024-01-25,SEP 25,1177.199951171875
2024-01-25,SEP 26,1131.4000244140625
2024-01-26,AUG 24,1212.5999755859375
2024-01-26,AUG 25,1190.4000244140625
2024-01-26,AUG 26,1150.199951171875
2024-01-26,JAN 25,1194.4000244140625
2024-01-26,JAN 26,1160.0
2024-01-26,JUL 24,1224.0
2024-01-26,JUL 25,1200.0
2024-01-26,JUL 26,1160.0
2024-01-26,JUL 27,1111.0
2024-01-26,MAR 24,1209.199951171875
2024-01-26,MAR 25,1193.0
2024-01-26,MAR 26,1156.199951171875
2024-01-26,MAY 24,1216.199951171875
2024-01-26,MAY 25,1195.0
2024-01-26,MAY 26,1154.4000244140625
2024-01-26,NOV 24,1185.0
2024-01-26,NOV 25,1155.199951171875
2024-01-26,NOV 26,1111.199951171875
2024-01-26,NOV 27,1070.0
2024-01-26,SEP 24,1189.4000244140625
2024-01-26,SEP 25,1167.0
2024-01-26,SEP 26,1120.4000244140625
2024-01-29,AUG 24,1206.5999755859375
2024-01-29,AUG 25,1190.0
2024-01-29,AUG 26,1150.4000244140625
2024-01-29,JAN 25,1191.0
2024-01-29,JAN 26,1160.199951171875
2024-01-29,JUL 24,1215.199951171875
2024-01-29,JUL 25,1199.4000244140625
2024-01-29,JUL 26,1160.199951171875
2024-01-29,JUL 27,1111.199951171875
2024-01-29,MAR 24,1194.199951171875
2024-01-29,MAR 25,1190.5999755859375
2024-01-29,MAR 26,1156.4000244140625
2024-01-29,MAY 24,1205.0
2024-01-29,MAY 25,1193.5999755859375
2024-01-29,MAY 26,1154.5999755859375
2024-01-29,NOV 24,1180.199951171875
2024-01-29,NOV 25,1155.4000244140625
2024-01-29,NOV 26,1111.4000244140625
2024-01-29,NOV 27,1070.199951171875
2024-01-29,SEP 24,1185.0
2024-01-29,SEP 25,1166.4000244140625
2024-01-29,SEP 26,1120.5999755859375
2024-01-30,AUG 24,1226.0
2024-01-30,AUG 25,1204.0
2024-01-30,AUG 26,1163.0
2024-01-30,JAN 25,1207.4
2024-01-30,JAN 26,1172.6
2024-01-30,JLY 24,1236.2
2024-01-30,JLY 25,1213.4
2024-01-30,JLY 26,1172.6
2024-01-30,JLY 27,1123.6
2024-01-30,MAR 24,1218.6
2024-01-30,MAR 25,1206.0
2024-01-30,MAR 26,1169.0
2024-01-30,MAY 24,1227.6
2024-01-30,MAY 25,1208.0
2024-01-30,MAY 26,1167.2
2024-01-30,NOV 24,1197.2
2024-01-30,NOV 25,1168.0
2024-01-30,NOV 26,1124.0
2024-01-30,NOV 27,1082.6
2024-01-30,SEP 24,1202.6
2024-01-30,SEP 25,1180.4
2024-01-30,SEP 26,1133.2
2024-01-31,AUG 24,1230.0
2024-01-31,AUG 25,1205.4
2024-01-31,AUG 26,1164.4
2024-01-31,JAN 25,1209.4
2024-01-31,JAN 26,1174.2
2024-01-31,JLY 24,1241.6
2024-01-31,JLY 25,1215.0
2024-01-31,JLY 26,1174.2
2024-01-31,JLY 27,1125.2
2024-01-31,MAR 24,1222.2
2024-01-31,MAR 25,1207.4
2024-01-31,MAR 26,1170.4
2024-01-31,MAY 24,1232.6
2024-01-31,MAY 25,1209.6
2024-01-31,MAY 26,1168.6
2024-01-31,NOV 24,1199.6
2024-01-31,NOV 25,1169.4
2024-01-31,NOV 26,1125.4
2024-01-31,NOV 27,1084.2
2024-01-31,SEP 24,1205.2
2024-01-31,SEP 25,1182.0
2024-01-31,SEP 26,1134.6
2024-02-01,AUG 24,1214.0
2024-02-01,AUG 25,1192.4
2024-02-01,AUG 26,1152.4
2024-02-01,JAN 25,1195.4
2024-02-01,JAN 26,1162.2
2024-02-01,JLY 24,1223.6
2024-02-01,JLY 25,1202.0
2024-02-01,JLY 26,1162.2
2024-02-01,JLY 27,1113.2
2024-02-01,MAR 24,1203.2
2024-02-01,MAR 25,1193.4
2024-02-01,MAR 26,1158.4
2024-02-01,MAY 24,1213.6
2024-02-01,MAY 25,1196.2
2024-02-01,MAY 26,1156.6
2024-02-01,NOV 24,1185.4
2024-02-01,NOV 25,1158.0
2024-02-01,NOV 26,1113.4
2024-02-01,NOV 27,1072.2
2024-02-01,SEP 24,1190.6
2024-02-01,SEP 25,1169.0
2024-02-01,SEP 26,1122.6
2024-02-02,AUG 24,1198.6
2024-02-02,AUG 25,1177.4
2024-02-02,AUG 26,1142.6
2024-02-02,JAN 25,1181.0
2024-02-02,JAN 26,1150.6
2024-02-02,JLY 24,1208.2
2024-02-02,JLY 25,1187.0
2024-02-02,JLY 26,1152.4
2024-02-02,JLY 27,1103.4
2024-02-02,MAR 24,1188.4
2024-02-02,MAR 25,1178.6
2024-02-02,MAR 26,1150.2
2024-02-02,MAY 24,1198.2
2024-02-02,MAY 25,1181.0
2024-02-02,MAY 26,1148.4
2024-02-02,NOV 24,1171.0
2024-02-02,NOV 25,1145.0
2024-02-02,NOV 26,1103.6
2024-02-02,NOV 27,1062.4
2024-02-02,SEP 24,1176.0
2024-02-02,SEP 25,1154.0
2024-02-02,SEP 26,1113.0
2024-02-05,AUG 24,1204.4
2024-02-05,AUG 25,1181.4
2024-02-05,AUG 26,1144.4
2024-02-05,JAN 25,1186.4
2024-02-05,JAN 26,1153.0
2024-02-05,JLY 24,1214.2
2024-02-05,JLY 25,1191.2
2024-02-05,JLY 26,1154.2
2024-02-05,JLY 27,1105.2
2024-02-05,MAR 24,1196.2
2024-02-05,MAR 25,1184.0
2024-02-05,MAR 26,1152.0
2024-02-05,MAY 24,1204.6
2024-02-05,MAY 25,1185.6
2024-02-05,MAY 26,1150.2
2024-02-05,NOV 24,1176.6
2024-02-05,NOV 25,1149.0
2024-02-05,NOV 26,1105.4
2024-02-05,NOV 27,1064.2
2024-02-05,SEP 24,1181.4
2024-02-05,SEP 25,1158.0
2024-02-05,SEP 26,1114.6
2024-02-06,AUG 24,1207.4
2024-02-06,AUG 25,1182.2
2024-02-06,AUG 26,1143.0
2024-02-06,JAN 25,1187.2
2024-02-06,JAN 26,1153.0
2024-02-06,JLY 24,1217.6
2024-02-06,JLY 25,1192.0
2024-02-06,JLY 26,1152.6
2024-02-06,JLY 27,1103.6
2024-02-06,MAR 24,1199.4
2024-02-06,MAR 25,1185.0
2024-02-06,MAR 26,1150.4
2024-02-06,MAY 24,1208.2
2024-02-06,MAY 25,1186.6
2024-02-06,MAY 26,1148.6
2024-02-06,NOV 24,1177.4
2024-02-06,NOV 25,1149.0
2024-02-06,NOV 26,1104.0
2024-02-06,NOV 27,1065.4
2024-02-06,SEP 24,1183.2
2024-02-06,SEP 25,1158.6
2024-02-06,SEP 26,1113.2
2024-02-07,AUG 24,1197.6
2024-02-07,AUG 25,1177.6
2024-02-07,AUG 26,1140.6
2024-02-07,JAN 25,1180.4
2024-02-07,JAN 26,1150.6
2024-02-07,JLY 24,1207.0
2024-02-07,JLY 25,1187.0
2024-02-07,JLY 26,1150.4
2024-02-07,JLY 27,1102.2
2024-02-07,MAR 24,1189.0
2024-02-07,MAR 25,1178.2
2024-02-07,MAR 26,1148.2
2024-02-07,MAY 24,1197.4
2024-02-07,MAY 25,1180.4
2024-02-07,MAY 26,1146.4
2024-02-07,NOV 24,1170.6
2024-02-07,NOV 25,1146.4
2024-02-07,NOV 26,1102.4
2024-02-07,NOV 27,1065.0
2024-02-07,SEP 24,1175.4
2024-02-07,SEP 25,1154.2
2024-02-07,SEP 26,1111.0
2024-02-08,AUG 24,1201.2
2024-02-08,AUG 25,1181.0
2024-02-08,AUG 26,1146.6
2024-02-08,JAN 25,1182.2
2024-02-08,JAN 26,1155.6
2024-02-08,JLY 24,1209.2
2024-02-08,JLY 25,1190.2
2024-02-08,JLY 26,1156.4
2024-02-08,JLY 27,1110.4
2024-02-08,MAR 24,1193.4
2024-02-08,MAR 25,1180.6
2024-02-08,MAR 26,1154.2
2024-02-08,MAY 24,1199.6
2024-02-08,MAY 25,1183.4
2024-02-08,MAY 26,1152.4
2024-02-08,NOV 24,1172.6
2024-02-08,NOV 25,1152.2
2024-02-08,NOV 26,1110.6
2024-02-08,NOV 27,1073.2
2024-02-08,SEP 24,1178.2
2024-02-08,SEP 25,1157.4
2024-02-08,SEP 26,1117.0
2024-02-09,AUG 24,1192.0
2024-02-09,AUG 25,1171.0
2024-02-09,AUG 26,1136.2
2024-02-09,JAN 25,1173.2
2024-02-09,JAN 26,1145.2
2024-02-09,JLY 24,1199.6
2024-02-09,JLY 25,1179.2
2024-02-09,JLY 26,1146.0
2024-02-09,JLY 27,1105.0
2024-02-09,MAR 24,1183.4
2024-02-09,MAR 25,1170.6
2024-02-09,MAR 26,1143.6
2024-02-09,MAY 24,1190.0
2024-02-09,MAY 25,1172.6
2024-02-09,MAY 26,1142.0
2024-02-09,NOV 24,1163.6
2024-02-09,NOV 25,1141.2
2024-02-09,NOV 26,1105.2
2024-02-09,NOV 27,1075.6
2024-02-09,SEP 24,1169.2
2024-02-09,SEP 25,1147.4
2024-02-09,SEP 26,1106.4
2024-02-12,AUG 24,1199.2
2024-02-12,AUG 25,1174.4
2024-02-12,AUG 26,1143.0
2024-02-12,JAN 25,1178.0
2024-02-12,JAN 26,1149.4
2024-02-12,JLY 24,1207.4
2024-02-12,JLY 25,1183.4
2024-02-12,JLY 26,1152.6
2024-02-12,JLY 27,1111.6
2024-02-12,MAR 24,1193.0
2024-02-12,MAR 25,1175.2
2024-02-12,MAR 26,1147.2
2024-02-12,MAY 24,1197.6
2024-02-12,MAY 25,1177.2
2024-02-12,MAY 26,1148.6
2024-02-12,NOV 24,1168.6
2024-02-12,NOV 25,1144.2
2024-02-12,NOV 26,1112.0
2024-02-12,NOV 27,1082.4
2024-02-12,SEP 24,1175.2
2024-02-12,SEP 25,1151.0
2024-02-12,SEP 26,1113.2
2024-02-13,AUG 24,1194.0
2024-02-13,AUG 25,1171.0
2024-02-13,AUG 26,1139.2
2024-02-13,JAN 25,1174.4
2024-02-13,JAN 26,1145.6
2024-02-13,JLY 24,1201.4
2024-02-13,JLY 25,1179.6
2024-02-13,JLY 26,1149.0
2024-02-13,JLY 27,1108.4
2024-02-13,MAR 24,1186.2
2024-02-13,MAR 25,1171.2
2024-02-13,MAR 26,1143.4
2024-02-13,MAY 24,1191.6
2024-02-13,MAY 25,1173.2
2024-02-13,MAY 26,1145.0
2024-02-13,NOV 24,1165.2
2024-02-13,NOV 25,1140.4
2024-02-13,NOV 26,1108.6
2024-02-13,NOV 27,1079.2
2024-02-13,SEP 24,1171.2
2024-02-13,SEP 25,1147.4
2024-02-13,SEP 26,1109.4
2024-02-14,AUG 24,1180.4
2024-02-14,AUG 25,1162.4
2024-02-14,AUG 26,1135.4
2024-02-14,JAN 25,1165.0
2024-02-14,JAN 26,1141.2
2024-02-14,JLY 24,1186.2
2024-02-14,JLY 25,1170.4
2024-02-14,JLY 26,1145.2
2024-02-14,JLY 27,1104.4
2024-02-14,MAR 24,1170.4
2024-02-14,MAR 25,1162.2
2024-02-14,MAR 26,1138.6
2024-02-14,MAY 24,1176.2
2024-02-14,MAY 25,1164.0
2024-02-14,MAY 26,1140.6
2024-02-14,NOV 24,1155.0
2024-02-14,NOV 25,1135.4
2024-02-14,NOV 26,1104.6
2024-02-14,NOV 27,1075.2
2024-02-14,SEP 24,1160.6
2024-02-14,SEP 25,1143.4
2024-02-14,SEP 26,1105.6
2024-02-15,AUG 24,1169.0
2024-02-15,AUG 25,1152.4
2024-02-15,AUG 26,1139.0
2024-02-15,JAN 25,1151.0
2024-02-15,JAN 26,1137.0
2024-02-15,JLY 24,1175.2
2024-02-15,JLY 25,1158.2
2024-02-15,JLY 26,1145.0
2024-02-15,JLY 27,1105.6
2024-02-15,MAR 24,1162.2
2024-02-15,MAR 25,1149.2
2024-02-15,MAR 26,1134.6
2024-02-15,MAY 24,1166.0
2024-02-15,MAY 25,1151.2
2024-02-15,MAY 26,1139.0
2024-02-15,NOV 24,1140.6
2024-02-15,NOV 25,1129.0
2024-02-15,NOV 26,1106.0
2024-02-15,NOV 27,1076.4
2024-02-15,SEP 24,1147.6
2024-02-15,SEP 25,1134.2
2024-02-15,SEP 26,1109.2
2024-02-16,AUG 24,1178.4
2024-02-16,AUG 25,1160.0
2024-02-16,AUG 26,1144.6
2024-02-16,JAN 25,1158.4
2024-02-16,JAN 26,1142.2
2024-02-16,JLY 24,1184.6
2024-02-16,JLY 25,1165.4
2024-02-16,JLY 26,1150.6
2024-02-16,JLY 27,1112.0
2024-02-16,MAR 24,1172.2
2024-02-16,MAR 25,1157.0
2024-02-16,MAR 26,1140.6
2024-02-16,MAY 24,1176.2
2024-02-16,MAY 25,1159.0
2024-02-16,MAY 26,1144.2
2024-02-16,NOV 24,1148.4
2024-02-16,NOV 25,1134.6
2024-02-16,NOV 26,1112.2
2024-02-16,NOV 27,1082.6
2024-02-16,SEP 24,1156.0
2024-02-16,SEP 25,1140.4
2024-02-16,SEP 26,1126.6
2024-02-20,AUG 24,1186.2
2024-02-20,AUG 25,1170.2
2024-02-20,AUG 26,1152.6
2024-02-20,JAN 25,1168.0
2024-02-20,JAN 26,1151.4
2024-02-20,JLY 24,1192.0
2024-02-20,JLY 25,1176.0
2024-02-20,JLY 26,1158.6
2024-02-20,JLY 27,1120.0
2024-02-20,MAR 24,1179.0
2024-02-20,MAR 25,1166.6
2024-02-20,MAR 26,1149.4
2024-02-20,MAY 24,1183.4
2024-02-20,MAY 25,1168.6
2024-02-20,MAY 26,1152.2
2024-02-20,NOV 24,1157.6
2024-02-20,NOV 25,1144.2
2024-02-20,NOV 26,1120.2
2024-02-20,NOV 27,1090.6
2024-02-20,SEP 24,1165.0
2024-02-20,SEP 25,1150.4
2024-02-20,SEP 26,1134.6
2024-02-21,AUG 24,1168.6
2024-02-21,AUG 25,1160.2
2024-02-21,AUG 26,1144.0
2024-02-21,JAN 25,1156.0
2024-02-21,JAN 26,1143.0
2024-02-21,JLY 24,1174.0
2024-02-21,JLY 25,1166.2
2024-02-21,JLY 26,1150.0
2024-02-21,JLY 27,1111.2
2024-02-21,MAR 24,1160.6
2024-02-21,MAR 25,1155.2
2024-02-21,MAR 26,1141.0
2024-02-21,MAY 24,1165.0
2024-02-21,MAY 25,1159.2
2024-02-21,MAY 26,1144.0
2024-02-21,NOV 24,1145.6
2024-02-21,NOV 25,1135.4
2024-02-21,NOV 26,1111.4
2024-02-21,NOV 27,1082.0
2024-02-21,SEP 24,1151.2
2024-02-21,SEP 25,1141.2
2024-02-21,SEP 26,1126.0
2024-02-22,AUG 24,1156.0
2024-02-22,AUG 25,1150.4
2024-02-22,AUG 26,1135.6
2024-02-22,JAN 25,1145.0
2024-02-22,JAN 26,1134.6
2024-02-22,JLY 24,1160.6
2024-02-22,JLY 25,1155.0
2024-02-22,JLY 26,1141.6
2024-02-22,JLY 27,1103.0
2024-02-22,MAR 24,1147.6
2024-02-22,MAR 25,1144.6
2024-02-22,MAR 26,1133.2
2024-02-22,MAY 24,1152.4
2024-02-22,MAY 25,1148.0
2024-02-22,MAY 26,1136.6
2024-02-22,NOV 24,1135.0
2024-02-22,NOV 25,1126.2
2024-02-22,NOV 26,1103.2
2024-02-22,NOV 27,1080.0
2024-02-22,SEP 24,1140.6
2024-02-22,SEP 25,1132.4
2024-02-22,SEP 26,1117.6
2024-02-23,AUG 24,1149.2
2024-02-23,AUG 25,1147.0
2024-02-23,AUG 26,1133.6
2024-02-23,JAN 25,1140.4
2024-02-23,JAN 26,1132.0
2024-02-23,JLY 24,1151.2
2024-02-23,JLY 25,1151.4
2024-02-23,JLY 26,1139.6
2024-02-23,JLY 27,1098.4
2024-02-23,MAR 24,1133.0
2024-02-23,MAR 25,1141.2
2024-02-23,MAR 26,1131.0
2024-02-23,MAY 24,1141.6
2024-02-23,MAY 25,1144.6
2024-02-23,MAY 26,1135.4
2024-02-23,NOV 24,1130.2
2024-02-23,NOV 25,1123.2
2024-02-23,NOV 26,1098.6
2024-02-23,NOV 27,1075.4
2024-02-23,SEP 24,1135.4
2024-02-23,SEP 25,1128.4
2024-02-23,SEP 26,1115.6
2024-02-26,AUG 24,1150.4
2024-02-26,AUG 25,1145.0
2024-02-26,AUG 26,1131.4
2024-02-26,JAN 25,1139.6
2024-02-26,JAN 26,1129.6
2024-02-26,JLY 24,1155.2
2024-02-26,JLY 25,1150.0
2024-02-26,JLY 26,1137.4
2024-02-26,JLY 27,1099.0
2024-02-26,MAR 24,1136.0
2024-02-26,MAR 25,1140.0
2024-02-26,MAR 26,1128.6
2024-02-26,MAY 24,1145.2
2024-02-26,MAY 25,1143.2
2024-02-26,MAY 26,1132.6
2024-02-26,NOV 24,1129.6
2024-02-26,NOV 25,1121.0
2024-02-26,NOV 26,1099.2
2024-02-26,NOV 27,1076.0
2024-02-26,SEP 24,1136.2
2024-02-26,SEP 25,1127.0
2024-02-26,SEP 26,1113.4
2024-02-27,AUG 24,1147.6
2024-02-27,AUG 25,1144.4
2024-02-27,AUG 26,1131.2
2024-02-27,JAN 25,1139.6
2024-02-27,JAN 26,1129.6
2024-02-27,JLY 24,1151.4
2024-02-27,JLY 25,1149.6
2024-02-27,JLY 26,1137.2
2024-02-27,JLY 27,1099.0
2024-02-27,MAR 24,1131.2
2024-02-27,MAR 25,1140.0
2024-02-27,MAR 26,1128.6
2024-02-27,MAY 24,1140.6
2024-02-27,MAY 25,1143.0
2024-02-27,MAY 26,1132.6
2024-02-27,NOV 24,1129.6
2024-02-27,NOV 25,1121.0
2024-02-27,NOV 26,1099.2
2024-02-27,NOV 27,1076.0
2024-02-27,SEP 24,1136.2
2024-02-27,SEP 25,1126.0
2024-02-27,SEP 26,1113.2
2024-02-28,AUG 24,1152.0
2024-02-28,AUG 25,1148.4
2024-02-28,AUG 26,1134.4
2024-02-28,JAN 25,1144.2
2024-02-28,JAN 26,1133.2
2024-02-28,JLY 24,1155.6
2024-02-28,JLY 25,1153.4
2024-02-28,JLY 26,1140.4
2024-02-28,JLY 27,1102.6
2024-02-28,MAR 24,1134.0
2024-02-28,MAR 25,1143.6
2024-02-28,MAR 26,1132.2
2024-02-28,MAY 24,1145.2
2024-02-28,MAY 25,1147.0
2024-02-28,MAY 26,1136.0
2024-02-28,NOV 24,1135.0
2024-02-28,NOV 25,1124.4
2024-02-28,NOV 26,1103.0
2024-02-28,NOV 27,1079.6
2024-02-28,SEP 24,1141.4
2024-02-28,SEP 25,1128.6
2024-02-28,SEP 26,1116.4
2024-02-29,AUG 24,1148.6
2024-02-29,AUG 25,1146.0
2024-02-29,AUG 26,1132.4
2024-02-29,JAN 25,1142.6
2024-02-29,JAN 26,1130.0
2024-02-29,JLY 24,1151.2
2024-02-29,JLY 25,1151.2
2024-02-29,JLY 26,1138.4
2024-02-29,JLY 27,1100.2
2024-02-29,MAR 24,1128.2
2024-02-29,MAR 25,1141.6
2024-02-29,MAR 26,1130.0
2024-02-29,MAY 24,1140.6
2024-02-29,MAY 25,1144.6
2024-02-29,MAY 26,1134.0
2024-02-29,NOV 24,1133.2
2024-02-29,NOV 25,1121.4
2024-02-29,NOV 26,1100.4
2024-02-29,NOV 27,1077.2
2024-02-29,SEP 24,1138.6
2024-02-29,SEP 25,1127.6
2024-02-29,SEP 26,1114.4
2024-03-01,AUG 24,1157.2
2024-03-01,AUG 25,1152.4
2024-03-01,AUG 26,1139.6
2024-03-01,JAN 25,1149.2
2024-03-01,JAN 26,1137.2
2024-03-01,JLY 24,1161.2
2024-03-01,JLY 25,1157.6
2024-03-01,JLY 26,1145.6
2024-03-01,JLY 27,1108.0
2024-03-01,MAR 24,1143.0
2024-03-01,MAR 25,1148.6
2024-03-01,MAR 26,1137.2
2024-03-01,MAY 24,1151.2
2024-03-01,MAY 25,1151.6
2024-03-01,MAY 26,1141.2
2024-03-01,NOV 24,1139.6
2024-03-01,NOV 25,1129.0
2024-03-01,NOV 26,1108.2
2024-03-01,NOV 27,1085.0
2024-03-01,SEP 24,1145.4
2024-03-01,SEP 25,1133.4
2024-03-01,SEP 26,1121.6
2024-03-04,AUG 24,1162.4
2024-03-04,AUG 25,1159.2
2024-03-04,AUG 26,1145.0
2024-03-04,JAN 25,1155.4
2024-03-04,JAN 26,1143.0
2024-03-04,JLY 24,1165.2
2024-03-04,JLY 25,1164.2
2024-03-04,JLY 26,1151.0
2024-03-04,JLY 27,1113.4
2024-03-04,MAR 24,1147.0
2024-03-04,MAR 25,1154.4
2024-03-04,MAR 26,1142.6
2024-03-04,MAY 24,1155.0
2024-03-04,MAY 25,1157.6
2024-03-04,MAY 26,1146.4
2024-03-04,NOV 24,1146.2
2024-03-04,NOV 25,1134.4
2024-03-04,NOV 26,1113.6
2024-03-04,NOV 27,1090.4
2024-03-04,SEP 24,1151.4
2024-03-04,SEP 25,1139.4
2024-03-04,SEP 26,1127.0
2024-03-05,AUG 24,1156.2
2024-03-05,AUG 25,1157.2
2024-03-05,AUG 26,1144.0
2024-03-05,JAN 25,1153.6
2024-03-05,JAN 26,1141.4
2024-03-05,JLY 24,1159.0
2024-03-05,JLY 25,1162.0
2024-03-05,JLY 26,1150.0
2024-03-05,JLY 27,1112.2
2024-03-05,MAR 24,1140.6
2024-03-05,MAR 25,1153.0
2024-03-05,MAR 26,1141.4
2024-03-05,MAY 24,1149.0
2024-03-05,MAY 25,1155.6
2024-03-05,MAY 26,1145.2
2024-03-05,NOV 24,1144.2
2024-03-05,NOV 25,1133.0
2024-03-05,NOV 26,1112.4
2024-03-05,NOV 27,1089.2
2024-03-05,SEP 24,1147.6
2024-03-05,SEP 25,1138.6
2024-03-05,SEP 26,1126.0
2024-03-07,AUG 24,1169.6
2024-03-07,AUG 25,1163.4
2024-03-07,AUG 26,1149.0
2024-03-07,JAN 25,1163.6
2024-03-07,JAN 26,1146.4
2024-03-07,JLY 24,1176.0
2024-03-07,JLY 25,1168.4
2024-03-07,JLY 26,1155.0
2024-03-07,JLY 27,1117.0
2024-03-07,MAR 24,1157.0
2024-03-07,MAR 25,1161.0
2024-03-07,MAR 26,1146.4
2024-03-07,MAY 24,1166.2
2024-03-07,MAY 25,1162.6
2024-03-07,MAY 26,1150.4
2024-03-07,NOV 24,1153.6
2024-03-07,NOV 25,1137.6
2024-03-07,NOV 26,1117.2
2024-03-07,NOV 27,1094.0
2024-03-07,SEP 24,1158.0
2024-03-07,SEP 25,1144.2
2024-03-07,SEP 26,1131.0
2024-03-08,AUG 24,1189.0
2024-03-08,AUG 25,1182.0
2024-03-08,AUG 26,1165.0
2024-03-08,JAN 25,1183.2
2024-03-08,JAN 26,1162.4
2024-03-08,JLY 24,1195.4
2024-03-08,JLY 25,1187.2
2024-03-08,JLY 26,1171.0
2024-03-08,JLY 27,1133.4
2024-03-08,MAR 24,1170.4
2024-03-08,MAR 25,1180.2
2024-03-08,MAR 26,1162.2
2024-03-08,MAY 24,1184.0
2024-03-08,MAY 25,1181.6
2024-03-08,MAY 26,1166.4
2024-03-08,NOV 24,1173.6
2024-03-08,NOV 25,1153.6
2024-03-08,NOV 26,1133.6
2024-03-08,NOV 27,1110.4
2024-03-08,SEP 24,1177.0
2024-03-08,SEP 25,1161.6
2024-03-08,SEP 26,1147.0
2024-03-11,AUG 24,1186.6
2024-03-11,AUG 25,1181.4
2024-03-11,AUG 26,1164.2
2024-03-11,JAN 25,1182.4
2024-03-11,JAN 26,1161.6
2024-03-11,JLY 24,1191.6
2024-03-11,JLY 25,1186.4
2024-03-11,JLY 26,1170.2
2024-03-11,JLY 27,1132.0
2024-03-11,MAR 24,1165.0
2024-03-11,MAR 25,1179.2
2024-03-11,MAR 26,1161.4
2024-03-11,MAY 24,1179.2
2024-03-11,MAY 25,1181.0
2024-03-11,MAY 26,1165.4
2024-03-11,NOV 24,1172.6
2024-03-11,NOV 25,1152.6
2024-03-11,NOV 26,1132.2
2024-03-11,NOV 27,1109.0
2024-03-11,SEP 24,1175.0
2024-03-11,SEP 25,1162.2
2024-03-11,SEP 26,1146.2
2024-03-12,AUG 24,1203.4
2024-03-12,AUG 25,1194.4
2024-03-12,AUG 26,1178.4
2024-03-12,JAN 25,1197.0
2024-03-12,JAN 26,1176.4
2024-03-12,JLY 24,1208.4
2024-03-12,JLY 25,1199.6
2024-03-12,JLY 26,1184.4
2024-03-12,JLY 27,1145.6
2024-03-12,MAR 24,1182.0
2024-03-12,MAR 25,1193.4
2024-03-12,MAR 26,1176.2
2024-03-12,MAY 24,1196.0
2024-03-12,MAY 25,1194.6
2024-03-12,MAY 26,1179.6
2024-03-12,NOV 24,1187.2
2024-03-12,NOV 25,1167.6
2024-03-12,NOV 26,1146.0
2024-03-12,NOV 27,1122.6
2024-03-12,SEP 24,1190.0
2024-03-12,SEP 25,1174.2
2024-03-12,SEP 26,1160.4
2024-03-13,AUG 24,1205.2
2024-03-13,AUG 25,1194.4
2024-03-13,AUG 26,1178.4
2024-03-13,JAN 25,1195.4
2024-03-13,JAN 26,1176.2
2024-03-13,JLY 24,1210.2
2024-03-13,JLY 25,1199.6
2024-03-13,JLY 26,1184.4
2024-03-13,JLY 27,1146.0
2024-03-13,MAR 24,1181.6
2024-03-13,MAR 25,1192.2
2024-03-13,MAR 26,1176.0
2024-03-13,MAY 24,1196.6
2024-03-13,MAY 25,1194.2
2024-03-13,MAY 26,1179.4
2024-03-13,NOV 24,1186.0
2024-03-13,NOV 25,1167.4
2024-03-13,NOV 26,1146.2
2024-03-13,NOV 27,1123.0
2024-03-13,SEP 24,1189.4
2024-03-13,SEP 25,1174.6
2024-03-13,SEP 26,1160.4
2024-03-14,AUG 24,1206.2
2024-03-14,AUG 25,1195.2
2024-03-14,AUG 26,1178.0
2024-03-14,JAN 25,1196.4
2024-03-14,JAN 26,1176.2
2024-03-14,JLY 24,1209.6
2024-03-14,JLY 25,1200.4
2024-03-14,JLY 26,1184.0
2024-03-14,JLY 27,1144.6
2024-03-14,MAR 24,1180.6
2024-03-14,MAR 25,1192.6
2024-03-14,MAR 26,1175.6
2024-03-14,MAY 24,1195.2
2024-03-14,MAY 25,1194.6
2024-03-14,MAY 26,1179.2
2024-03-14,NOV 24,1187.0
2024-03-14,NOV 25,1167.4
2024-03-14,NOV 26,1145.0
2024-03-14,NOV 27,1121.6
2024-03-14,SEP 24,1190.0
2024-03-14,SEP 25,1174.6
2024-03-14,SEP 26,1160.0
2024-03-15,AUG 24,1209.4
2024-03-15,AUG 25,1198.6
2024-03-15,AUG 26,1180.2
2024-03-15,JAN 25,1200.2
2024-03-15,JAN 26,1179.0
2024-03-15,JLY 24,1212.4
2024-03-15,JLY 25,1203.6
2024-03-15,JLY 26,1186.2
2024-03-15,JLY 27,1148.0
2024-03-15,MAR 25,1196.2
2024-03-15,MAR 26,1178.2
2024-03-15,MAY 24,1198.2
2024-03-15,MAY 25,1198.0
2024-03-15,MAY 26,1181.6
2024-03-15,NOV 24,1190.6
2024-03-15,NOV 25,1170.0
2024-03-15,NOV 26,1148.2
2024-03-15,NOV 27,1125.0
2024-03-15,SEP 24,1193.6
2024-03-15,SEP 25,1177.6
2024-03-15,SEP 26,1162.6
2024-03-18,AUG 24,1199.0
2024-03-18,AUG 25,1190.6
2024-03-18,AUG 26,1172.4
2024-03-18,JAN 25,1190.4
2024-03-18,JAN 26,1170.4
2024-03-18,JLY 24,1202.2
2024-03-18,JLY 25,1195.6
2024-03-18,JLY 26,1178.4
2024-03-18,JLY 27,1140.6
2024-03-18,MAR 25,1187.2
2024-03-18,MAR 26,1170.0
2024-03-18,MAY 24,1187.6
2024-03-18,MAY 25,1189.6
